text,label
@myeonochrome @KingPetra3 @semangkamorklee @tyongfjjno dian sastro bang,0
Ada berita apa hari ini dian sastro?,0
Ada berita apa hari ini Dian Sastro ?,0
@Bang_Garr kukirain dian sastro,0
mashallah dian sastro https://t.co/lSBZ7p4gQL,0
"@herricahyadi artis jebolan UI yg gw kagumi ya Dian Sastro, apalagi dia lulus S2 magister ekonomi UI dengan predika… https://t.co/pRUEOt8Myd",1
lihat ig story-nya dian sastro berasa lagi disenyumin. pingsan!,1
"Mimpi yang aneh namun menyenangkan. bisa2 nya tanpa memikirkanmu, km hadir satu scene sama dian sastro. kita ngobro… https://t.co/QC6H061wOG",0
Hari libur di temani lagu Dian Sastro &amp; Candra Darusman “Perjumpaan Kita” alunan musik yang mengingatkan tahun 80/9… https://t.co/19nuRycFf2,0
@diayupermata Fluffy the best mbaaaa. Alus bet kaya kulitnya dian sastro,1
"Ada berita apa hari ini, Dian sastro?",0
Ada berita apa hari ini Dian Sastro?,0
"Saling memuji, udah kaya Dian Sastro ketemu Keira Knightley https://t.co/4bpMZMngrM",1
"Dian Sastro, kamu bukan manusia, maaf https://t.co/R5ZobZURzA",-1
Nonton ini abis nonton film dian sastro digebukin ampe mati ama Julie Estelle🥲 https://t.co/1mCMNuRcSI,0
Ini aku mau jadi the next dian sastro gimana caranya,0
ada berita apa hari ini Dian Sastro?,0
Mbak Dian Sastro pinter banget ya Rabb kenapa ada ciptaanmu yang sangat sempurna,1
"@KebodohanLucu @txtdarigajelas Duit ngundang duit. Cowo konglomerat juga kebanyakan nikah sama cewe kaya raya, wala… https://t.co/AuHmCX29Tl",0
dian sastro kalo senyum kaya seo yea ji,0
@bdngfess Aduh ada pacar aing dian sastro wardoyo ❤,0
@bdngfess Eh Dian Sastro wkwk,0
@bdngfess Duhhhh teh Dian Sastro,0
Peran Dian Sastro sebagai Nirmala yang pelupa dan sulit fokus namun bisa diandalkan. Karakter Nirmala mengajarkan k… https://t.co/qrhN6QQo7J,0
gw suka 2 bcl &amp; dian sastro tapi tiap video ini muncul lg gw BENCI BANGET PENGEN GW JEDUKIN PALANYA https://t.co/tdKeFJCCsK,-1
"Ada berita apa hari ini Dian Sastro
Hidungmu abadi nyaris seperti puisi
Lagu y begini, nada y begitu
Makna y tak ad… https://t.co/WES2k9SsRz",0
Mba Dian Sastro suka rebahan sambil scroll twitter ngga ya https://t.co/lCIWPtnn4X,0
Pengen jadi Dian Sastro.,0
"Ada berita apa hari ini, Dian Sastro?",0
@bimantariputri @inggayer dian Sastro itu cowok bukan?,0
@inggayer Kan emang shakeppp kek dian sastro kw II,0
Ada berita apa hari ini dian sastro,0
Ngopo yo tiap buka ig sg muncul selalu dian sastro,0
"member Soshi bareng artis lokal indonesia, Nirina, Dian Sastro, Raisa, Boy William 🥰🥰 https://t.co/fcc3WuFkrl https://t.co/BbMwJaLqz8",0
"@CIKIBOLx6th ak bukan dian sastro, tp dian sastra",0
Yoona and Dian Sastro 😍 https://t.co/eqD6XaGtyr https://t.co/oL93l1cnDE,0
"@SariOcta7 @democrazymedia Cantik Juga dia klau begini?
Kirain tadi Dian Sastro 😀",0
@CLEPONGx6th Gk kmu skrg kren bgd ky dian sastro,1
Dian Sastro Sempat Dicurigai Keluarga Saat Pilih Menjadi Muslim https://t.co/Kgo5ODal6Y https://t.co/D5FFB98Ouk,0
"Ada berita apa hari ini, Dian Sastro?",0
@literarybase https://t.co/LlDqUrDuoy mau dibacakan sama dian sastro nih ❤,0
"Ada berita apa hari ini,dian sastro. Hidungmu abadi nyaris seperti puisi.",0
"Jadi ya ... gada yg salah sih wkwkwk gue cuma heran aja tweet gini kenapa diseriusin hahaha.
Btw, dua2nya sama2 goo… https://t.co/vob1gNKecF",0
"baru pake skincare pertama kali, my sis nanya knp kok mukanya blm kyk Dian Sastro",0
@jinkyukkk Baru tau aku Dian sastro winter gardeners juga 😂,0
Gini gini kita pernah satu kapal sama mba dian sastro😂🤟🏻 https://t.co/UpnUego8ro,0
"Ada berita apa hari ini, dian sastro?",0
"Setiap liat Song Hye Kyo, keinget Dian Sastro sama Sandra Dewi. Vibesnya kayak sama gituuuu😍 https://t.co/p48IU5ToFX",0
YoonA &amp; Dian Sastro https://t.co/mS5GVqKy8v https://t.co/CnEPyJzMX7,0
@rndy11 mba e mirip dian sastro,0
"ya tapi masi tetep gonjrengan pedahnya dian SastrO sih.. kalcer mentok itu mah, ya tapi namanya pake peda bahan pag… https://t.co/Y7ZsKH4zbU",0
"Perjalanannya panas betul dari Pontianak ke Singkawang, udah di Kalimantan, menyusuri pesisirnya pula.

Tapi kalau… https://t.co/2M9I3hccjB",0
Pengen jdi dian sastro jadinya,0
Dian sastro cakep bngt ya,1
Alhamdulillah - Too Phat Dian Sastro Yasin - (Music Video)  cover version https://t.co/FKk1Nn0CnI via @YouTube,0
Dian Sastro waktu kupingnya masih bulet adalah versi terbaik dari Dian Sastro.,1
HAAAAAA nangis nontonin podcast dian sastro bnr bnr relate....,0
@pakdokteeer @dinamuallifah_ Yes kayak dian sastro 11 12 🤣,0
@tidaksemampai Foto pertama mirip kak dian sastro,0
"@schfess Lagunya dian sastro, yg serenata jiwa lara gatau lah judulny apa:"" oh atau bimbang Melly yg Stephanie ver.",0
@tidaksemampai Pict pertama mirip dian sastro👀,0
@tidaksemampai Lewat di tl kukira dian sastro 😂,0
@AnnaWin_ @tidaksemampai mirip dian sastro :),0
@tidaksemampai Pict pertama ku kira dian sastro 🥲,0
@fivethirtyy_ dian sastro wardoyo,0
@ghostingvictim Dian sastro bisa insecure juga ya,0
@NOTASLIMBOY @soegriya Ngobat nggak om? Denger denger dari dr Tirta kalo diatas 150 harus ngobat biar bisa turun dan biar gak jadi akut.,0
@Ghurem2 Haha trima gratisan  juga dr republik,0
"@Wan9Wong2134 Ini dilihat dr 2 dimensi , 3 dimensi , 4 dimensi . Tetep gurihhh yak",0
"Eh, ntar rombongan pejabat balik dr KTT dan even lainnya, boleh nggak Rachel Venya, Nikita Mirzani, dr Tirta dan la… https://t.co/NQ4BcMHbBh",0
"@temponewsroom Rada2 mirip muke loe dr @tirta_cipeng .

😆😆😆",0
@avocadofloat20 @Tampandanbrni @xTokyoDope @tirta_cipeng Lah saya ga ikutan ngejudge atopun normalize si anak kok 😄… https://t.co/lwaEvbl2dw,0
@SelfRem58313324 @kev_kag @khaylilav @tirta_cipeng Ga ada cara yg instan. Siapapun sekarang yang terlihat aku masih… https://t.co/DtgyHQcO09,0
Jgn urusin politik . Kecuali emang dpt duit dr politik,0
"@tirta_cipeng Pernah dok, sebatas menjadi ketua angkatan. Mencoba ngerubah sedikit2 kultur kampus yg kurang manusia… https://t.co/l4OIxQpSXR",0
@trendingtopiq Dr tirta kegocek templet 😂,0
"@tirta_cipeng Chelsea jor joran pas zaman lampard.. Klo liverpool emg goks sih,skuatnya udh pas dr 2018 kyk gaperlu tambahan pemain lain lg",0
Admin scret kyknya orang Indo dah. Kemarin ngajak dr tirta buat gabung https://t.co/pCZxWQLTHx,0
"@tirta_cipeng Tul chelsea unggulan 1 dr awal musim, kedua city.. Pool nanti ditinggal Salah n Mane utk piala afrika.",0
"@tirta_cipeng Kalo yg tolol nya lebih dr 50% mh malah kitanya yg kepengaruh sistem dok, contoh kecil aja misal kita… https://t.co/X74A0jYtjy",-1
"@chyaanggraeni96 Panas amat romannya shay wkwk dnger tu kt dokter tirta, bljr dr chelsea cenah😛",-1
@tirta_cipeng Seberapa kuat sih menahan godaan dr sistem? Berapa tahun sih bisa idealis di sistem? Ntah kenapa sy t… https://t.co/Lp8mkbcies,0
@AFCADI @tirta_cipeng Buat reach to the top kan butuh “dukungan” dr beberapa pejabat juga. Klo lu udh sampe atas la… https://t.co/jCQL0YCNnv,0
@BauMattawang3 @Zhongren15 Wah cuci duit dr proyek mangkrak .,-1
@tirta_cipeng Cm untuk masuk parpol modalnya g sdikit wkwkwkwk..tp emg bener si..kl pen merubah ya ikutan msk rubah… https://t.co/6nU5QP3vis,0
"Ganjar Pranowo Ajak Milenial Masuk Partai Politik dan Jangan Tergoda, dr. Tirta Beri Tanggapan Ini https://t.co/8ekQANraPr",0
"@tirta_cipeng Merubah sistem dr dalem dok???, sodara ane ex DPRD bogor, berusaha merubah sistem yg bobrok, hasilnya… https://t.co/QMGEcArmaZ",-1
"@ohmybeautybank Pernah covid ga sih??
Soalnya aku kena covid bulan juli kemarin dan di awal oktober aku rontok sepa… https://t.co/1cCanL3DA6",0
Mba mba cantik banget dan mas mas mirip dr tirta https://t.co/e2wj6qjvWa,1
"Dokk gueee idolaa luu ya allahh…. Seneng banget di mention Dr Tirta 😍😍😍😍😍😍😍

Ya allahh gemeteran tangan mau balas t… https://t.co/VJ4VFK3SjR",1
@Rosses1Black Kecehh nih  dr penampakan fashionista nya,1
"@tirta_cipeng Pengen merubah, tp bos2nya pake sistem lama ya susah dok. Apalagi milenial start dr awal, rintis dr b… https://t.co/lETk9JUr58",0
"@_devalo hbd pak prof warlord dr tirta, semoga",0
"couple halloween costumes yang cocok buat besties

jupe x depe
jerinx x dr. tirta",0
Aku kadang lupa kalo ust Felix xiauw sama dr. Tirta adalah orang yg berbeda :) wkwkwk,0
"@ohmybeautybank Aku rontok parah juga udh 2 minggu sampe mau pitak, taunya krn efek covid 2 bulan lalu (Dr.tirta pe… https://t.co/Bg93rKTf4U",0
@tirta_cipeng aku sampai Gedeg disitu bang. Dr SCBD balik Apartemen Cawang tiap sore lewat sana. Dan pernah kena. S… https://t.co/LfpRw0Rfh6,0
@ve_goz @tirta_cipeng Kasian dr tirta jidatnya ketembak 🤣,0
Meeting kek td nih yg lain dr pd yg lain . Belom bicara topik dah diajak kangpei2 pake wine .. bicara bentar benang… https://t.co/MKiHzw0XNi,0
@ArjunaIreng_12 @tirta_cipeng mantap bang. moga jadi amal kebaikan. kasian dr cipeng jd korban terus...,1
"dr Tirta ‘Tertawa Terguling-guling’ Sebut Harga Tes PCR Bisa Rp100 Ribu, Pandu Riono: Terima Kasih Jokowi – Babe ne… https://t.co/4jneVMtSsk",0
"Berpikir terlalu logika, kita akan menjadi penipu(radikal)utk diri sendri khususnya.Berpikir terlalu dg RASA,kita a… https://t.co/GWpZQuo59X",0
"@__Sridiana_3va @dr_koko28 @resep_JSR @endridok @ProfesorZubairi @tirta_cipeng @berlianidris @dr_koko28 

Hanya pen… https://t.co/WLt5a0yvVP",0
"dr Tirta 'Tertawa Terguling-guling' Sebut Harga Tes PCR Bisa Rp100 Ribu, Pandu Riono: Terima Kasih Jokowi https://t.co/krTqCuoMpV",0
@alvinlie21 Ulasan Dr @tirta_cipeng https://t.co/CmIn0ZPKoH,0
"""Indonesia sangat buruk masalah data"" - Dr. Tirta

Even e-KTP yang harusnya sebagai sumber data pribadi elektronik… https://t.co/mCn86Tggpm",-1
@chirping_magpie Macam kasus e ktp . Setnov sebut nama siapa bagian dr penikmat ... Anak ketua partai banteng kesebut 🤣,0
@mahasiswigenz 2024 nanti memilih yg terbaik dr semua pilihan buruk kah,-1
@tirta_cipeng Dr belakang kaya genjeeeeehhhhhhh.....horrraaaaa,0
dr Tirta: Lama-lama Harga Swab PCR Jadi Harga Teman https://t.co/EJzCjaib9g,0
"Katanya bisa lebih murah lagi,bahkan gatis maunya🤔🤔🤔https://t.co/yKi6vl593y",0
Mau tour di tahun 2022 besok pun paling gak nyampe indo :) masyarakat kita masih lumayan was was sama yg nama nya '… https://t.co/k35rnE84LR,0
"dr. Tirta Komentari Harga PCR yang Turun: Kalau Protes Terus, Bisa Mencapai Rp100 Ribu

https://t.co/OABRNVjuhm",0
pernah di retweet dr tirta tu termasuk prestasi bukan si,0
@RoyAndreas08 @kimseonho_1986 Lihat di Twitter Dr Tirta kmrin jelasin ini,0
"@nessiejudge Coba lu liat penjelasan dr Tirta. Logikanya, dia dari luar negeri. Apalagi US loh, casenya disana lebi… https://t.co/3uXzAoEwAm",0
@RaniKancana_ @tnmuda @callBaja @AbidinBoryta @T_DOOB @CJ_OYO @BPrima777 @Domikucan @CasanovaX8X @Lundayee… https://t.co/jh6dmwVptr,0
"@CNNIndonesia Dari sisi Ilmu pengetahuan, Dr @blogdokter Dr @tirta_cipeng @KemenkesRI @PBIDI , Mana yg lebih baik,… https://t.co/5VyphYYy0o",0
"@tribunnews Dari sisi Ilmu pengetahuan, Dr @blogdokter Dr @tirta_cipeng @KemenkesRI @PBIDI , Mana yg lebih baik, PC… https://t.co/uBEQSKNyTy",0
"@republikaonline Dari sisi Ilmu pengetahuan, Dr @blogdokter Dr @tirta_cipeng @KemenkesRI @PBIDI , Mana yg lebih bai… https://t.co/yVWo10Hh6N",0
"@blogdokter @tirta_cipeng Dari sisi Ilmu pengetahuan, Dr @blogdokter  Dr @tirta_cipeng @KemenkesRI @PBIDI , Mana yg… https://t.co/afUsry2v2q",0
"@CNNIndonesia Dari sisi Ilmu pengetahuan, Dr @tirta_cipeng @KemenkesRI @PBIDI , Mana yg lebih baik, PCR 3x24 Jam at… https://t.co/cEitA5APUb",0
"@perupadata Dr @tirta_cipeng @KemenkesRI @PBIDI , Mana yg lebih baik, PCR 3x24 Jam atau AntiGen saat sebelum kebera… https://t.co/SZGuF4laQa",0
"@alvinlie21 Bagaimana Dr @tirta_cipeng @KemenkesRI @PBIDI , Mana yg lebih baik, PCR 3x24 Jam atau AntiGen saat sebe… https://t.co/eiFddtd84Y",0
@MaryanaNunung Mui bukan dr NU 🤭 akhirnya ... ngengsol smua nalarnya,0
"Harga PCR Turun Rp 275 Ribu, dr Tirta: Protes Terus Biar Jadi Rp 100 Ribu #NewsRCTIPlus @RCTIPlus… https://t.co/B256nHsCyU",0
"Harga Tes PCR Turun, dr Tirta: Protes Terus Bisa-bisa Rp 100 Ribu
https://t.co/ZOpAkS6hGK",0
"@ed_tirta Kuat2an ini, dia udah mendung aja dr pagi. Pas kayak cuaca hari ini. 😬😬😬",0
"Harga Tes PCR Turun Drastis Jadi Ratusan Ribu, dr Tirta: Lama-lama Harga Swab PCR Jadi Harga Teman
https://t.co/IwqybsMhjE",0
"Pemerintah Banting Harga PCR Jadi Rp 275 Ribu, dr Tirta: Kalo Diprotes Terus Bisa Jadi Rp 100 Ribuan  https://t.co/M3GCb2lseT",0
"@tirta_cipeng Ya si dokter pake nanya, Cuannya lebih sedikit dongg klo diturunin dr peak gelombang 2. Rakyat jelata… https://t.co/WNgKEnidgE",-1
"Pemberian sanksi itu otoritas kepala daerah krn utk keselamatan rayat sesuai UUD 45 psl 18, 
Cc @jokowi… https://t.co/RuLV37ew0U",0
"@tirta_cipeng kok dr kemarin 5-0 terus ada apa ini, konspirasi apa",-1
dr. tirta as seo gi hun https://t.co/ubnn50CqpS,0
Dokter Tirta berseloroh soal harga tes PCR yang kini banyak diprotes masyarakat. Dirinya mengatakan jika protes ter… https://t.co/mzoOuEd3cZ,-1
"Harga Tes PCR Turun Drastis Jadi Ratusan Ribu, dr Tirta: Lama-lama Harga Swab PCR Jadi Harga Teman https://t.co/6nTX8eIi6S",0
"Harga Tes PCR Turun, dr Tirta: Protes Terus Bisa-bisa Rp100 Ribu https://t.co/SgTwLQjkb9",0
"Kembalikan PCR ke Puskemas &amp; RS utk Tracing &amp; Orang bergejala, kalau alasanya utk membatasi pergerakan naikan Tarif… https://t.co/gaoyiZiyT2",0
"@txtdarionlshop Wkwkwkkw emg deh yaa akun2 lelang ig tuh meragukan bgt, dulu pernah iseng ikut di goliathauction, p… https://t.co/GKXRjasbum",-1
"@tirta_cipeng Jika vaksin bisa digratiskan,seharusnya pcr jg bisa.hanya org yg hrs bepergian mendesak yg perlu pcr.… https://t.co/2bo2qCf4RK",0
"dr Tirta 'Tertawa Terguling-guling' Sebut Harga Tes PCR Bisa Rp100 Ribu, Pandu Riono: Terima Kasih Jokowi - Galamed… https://t.co/HadT7LTeg2",0
@lagifokusrl dimarahin dr. tirta km dik,0
"dr Tirta 'Tertawa Terguling-guling' Sebut Harga Tes PCR Bisa Rp100 Ribu, Pandu Riono: Terima Kasih Jokowi https://t.co/wyeaJ5WXKn",0
@rrubbyjaemx_ @convomf Dr. Tirta?,0
"Strategi pencegahan virus covid sdh mendekati militer/polisi bkn strategi pedagang kaki lima, tukang jual obat
Cc… https://t.co/t03gkqQFtx",0
"@tirta_cipeng Dok,kl dr asal airport msk ppkm level 2 dan airport tujuan jg level 2 apa wajib PCR juga (yogya-bali)",0
Popularitas itu cuman temporer (dr. Tirta).,0
@ed_tirta @blankbanget Dr singkong ni,0
"@tirta_cipeng W yakin bis gk akan syaratin pcr krn bakal keilangn penumpang, n bs gulung tikar..damri ud tutup, n i… https://t.co/7IfLgcEZnR",-1
@tirta_cipeng Kenapa gk dr awal ya dok??,0
@tirta_cipeng Dr tirta boleh minta bantuan ? Terkait sepatu yang satu tempat dengan @ShoesAndCare balikpapan. @tirta_cipeng,0
@blankbanget @ed_tirta Oo..sy kira dr beras ketan yg dikukus,0
@ed_tirta Opo itu gemblong..yg dr beras ketan ?,0
"dr Tirta 'Tertawa Terguling-guling' Sebut Harga Tes PCR Bisa Rp100 Ribu, Pandu Riono: Terima Kasih Jokowi https://t.co/5W41KVSa1l",0
@bobalimaribuan @adiitch @pacarssingharit @glitterteea @txtdarisisange Cocoklogi dr. Tirta wkwkkw tapi jelas itu benda buat minum,0
@AREAJULID tp aku liat podcast antara dr tirta sm deddy corbuzier. katanya pemerintah lakuin ini krn gamau ada covi… https://t.co/piPLugY0Mz,0
@tirta_cipeng kali si dok punya komen. Bus yg antar pekerja migran dr bandara ke wisma kok bisa ya di kerubungin pe… https://t.co/4tKR82V719,0
@bobalimaribuan @adiitch @pacarssingharit @glitterteea @txtdarisisange Jadi mood belajar kayak Dr. Tirta,1
@JoRiky @Partono_ADjem @maspiyuaja @DrSLSimonSpKK Emang gw jadiin dr tirta sbg rujukan ttg covid?,0
@tirta_cipeng @pergijauh Wkwkkwkwkw si @quweenjojo abs bikin trit trs dpt dukungan dr seantero warga twitter pake m… https://t.co/i1ZijKQRAU,0
"@yohan18921611 @KompasTV Lalu bgaimna bang dgn dokter2 yg teriak dan juga tidak setuju atas aturan trsebut, apkah d… https://t.co/qyYMkTSaDn",0
"@slavrastyant @txtdarionlshop Emang masih pada bocah akun2 lelang itu bg tidak mengerti terminologi “lelang”
Dulu p… https://t.co/ImaEDDKzEM",0
Tanam pohon vegetasi bertujuan mengurangi abrasi pantai di Waduk Jatiluhur. Bibit diperoleh dr UPT Kementerian Kehu… https://t.co/f0R6OSXpBd,0
"Jadi org 2 minta PCR gratis pada hakekatnya tdk pernah bayar pajak tapi minta dilayani pemerintah, banak kurang
Cc… https://t.co/B9RLyujR3a",0
"Jika dihitung akuntansi dg biaya PCR dimasukkan dlm neraca perusahaan, mengurangi bayar pajak. Kurangi aja biaya en… https://t.co/kmf6eV0sNP",0
"@tirta_cipeng Kalo dr Tirta udah urun pendapat, berarti keputusan fans buat balik dukung ksh sudah tepat. 😂",1
@teamsecret dr. tirta gmn bang?,0
"Nah dalam kasus ini, agency ksh kan janji bakal usut, smntara ksh memilih diam

Kalo sampe tidak terbukti ksh memak… https://t.co/MfTZafwovd",0
Nih kalau dr. Tirta udah ikut komentar. Bukan mmbenarkan aborsi. But dlm masalah ini Kim Seon Ho ngga maksa buat ab… https://t.co/FGew1jaTRO,1
"Kebanyakan karyawan mainin bon perusahaan, giliran test PCR pakai bon utk di bayar perusahaan apakah dipersulit?? K… https://t.co/H11ZPE1VOv",-1
"Jika bepergian krn kerjaan, kantor yg bayar PCR seharusnya sdgkan warga missqueen dirumah aja dan jualan deket 2 aj… https://t.co/lUcuCgmMH5",0
"Ini mah kelihatan banget kalau mau abisin stok, sampek masa berlaku diubah-ubah dari sebelumnya. Setuju dengan stat… https://t.co/Vay7XTt5ZL",-1
"@ed_tirta Wisata halal sumbernya dr sini👎
👇
Pa gda prakarsa lain yg lbih elegan lbih bermamfaat, bukan muter² di sp… https://t.co/shqEfzR6oQ",0
@callBaja @T_DOOB @CJ_OYO @suwarno888 @oka_hamid @IrwanNeto @ed_tirta @gregorius_irwan @D34Nra @mastertis @Bobby77H… https://t.co/orzwsi8bQB,0
@lillahsuci1210 @infomalang Kalau saya biasanya shop n clean di dieng. Punya e dr tirta,0
"akhirnya ketemu lg dr tirta
stlh hilang dr pradaban covid haa
geh.. ada terus kok
tp kan lo sibuk bahas politik gaa… https://t.co/znlvUs9dH8",0
"Terus iseng2 liat yutupnya dr. @tirta_cipeng , ternyata wajar banget yg abis sembuh Covid 2-3 bulan kemudian rambut… https://t.co/MTXsrgvss1",1
"Baru nntn podcast deddy sm dr tirta yang bahas RV, sialan banget raven bener2!!:)
Semoga akhir tahun ini prediksi2… https://t.co/4KBS1CNw5p",-1
@tugutirtamalang Update progress perbaikan dr perumda tugu tirta aja laah .. ngapain update lainnya. Pelanggan mu k… https://t.co/j8NGrMjstp,0
"@tirta_cipeng @Partono_ADjem betul dah lah loss kan aja moda trans domestik ini, sekalian test kekebalan tubuh dr vaksinasi.",0
"@ImranAG_SalmanA @menfesssyg Di introgasi lah, sesuai prosedur yang dianjurkan dr Tirta dan prof siapa itu pas di podcast",0
"Mana yg lebih baik PCR 3x24 Jam atau AntiGen 3Jam Sebelum keberangkatan ? Dr @tirta_cipeng @alvinlie21 
PCR lebih b… https://t.co/t8cHGFHVfM",0
@biigbadgirl Aku kira dr tirta,0
@tirta_cipeng Dr Tirta bertindak ngejek Manyu kagag mikir2...wkwk mantabbb,0
@ryu00j dr.tirta,0
"@tirta_cipeng Tapi kadang juga ada yg nantang dok. Ntar kalo udah di bawa baru minta maaf, jadi baiknya menurut bap… https://t.co/bPdwjpARLE",0
"@TretanMuslim Ngobrol sama dustin, kak seto berubah jadi dr.tirta. marah2 terus 🤣",0
Rambut Rontok Setelah Sembuh Covid? Intip Penjelasan dr Tirta! https://t.co/2F2Hjp6yMF,0
Lulusan dokter/farmasi +62 dibanding lulusan dokter india jauh sekali dari segi biaya. Kepadatan penduduk india mas… https://t.co/NnJPs1gHZW,0
@triajaaa Basmi . Doakan angkara murka dr atas,0
Batur nu ditel barusan . Baheula mampir nengok aing ke kost wkt kuliah.  Besok2 na  mampir bebogohan ka anak kost a… https://t.co/qCwt2PWeZv,0
"@Inyongakunke3 @ed_tirta Itu laki""jelas terlihat dr matanya🤣🤣🤣",0
@bettegamario @rannyafrs @milk_iscream @lookiely @indochorister @salmadeim @tumbuhkembanggg @moonchiicken… https://t.co/BczvwQhcgy,0
"tergajelas, apa fungsi dari scan barcode.

dr @tirta_hudhi said ""c****kkkkkkkkk"" https://t.co/gRAXlyeusf",-1
"@tirta_cipeng Cewe jalan sama Dr. Tirta &gt;&gt; ya iya lah, juara TI",0
@Gondzsz @nano_putra_aja @tirta_cipeng Ya ampun bang segitunya. Saya waktu itu SMP (ketauan umurnya 😅) pas doi musi… https://t.co/X9z7voNZeF,0
"Semua bener-bener dibisniskan ya.

Dr tirta sudah sebut tidak perlu.
https://t.co/albjIiDQjA https://t.co/nE8z4xVI9E",0
"@nano_putra_aja @tirta_cipeng Padahal kalo dipikir, ngefans dr 2003 itu udah 17-18th yg lalu, yakali masih karbitan… https://t.co/KnwQi5Inmz",0
Yang belakang itu Dr. Tirta... https://t.co/CUjUr3ZDIM,0
@HermonJulius @tirta_cipeng Gw fans chelsea dr jaman tuchel cuman bisa nyimak 😔,0
Seru banget malem2 gini baca bacotan dr tirta vs fans mu,1
Demen ama fan kaya dr. Tirta👍 https://t.co/3gmPFQGlnO,1
@tirta_cipeng Gua juga fans Chelsea tapi sering dibilang fans karbit sama temen gua yg fans MU karena ngecengin MU… https://t.co/kbIgYA81nJ,0
"Katanya byk org missqueen krn covid, kok pada jalan 2. Bahan baku PCR kita masih import beda dg india meski alat ki… https://t.co/8zERtPEn12",0
dr Tirta meminta Rachel Vennya dijadikan saksi. #FollowLINETODAY! https://t.co/4MsuGAmeKq,0
"Dr. Tirta ngapain si ngeladenin fans emyu, udah bener ngurus bisnis sepatu aja biar gede, sapa tau sepatunya bisa buat nendang curtis jones",0
"@tirta_cipeng ""Attack Of The Dr. Tirta""
Mu : ""Mu nih bosss, senggol dong""
After ""Percaya Pr05e5""
MU : ""g usah jumaw… https://t.co/eLReKQ0pC5",0
dr tirta nek wis bahas bal gayeng wkwk,0
"@tirta_cipeng hallo dok maaf ya spam, nitip dagangan dok semua cuma 300k buat ke dr gigi hehe
.
https://t.co/S0p2lgOIms",0
"@VerryDDarta @tirta_cipeng @dr_tompi HEPA Itu standard pabrik pesawat mas, bukan standard airlines 😂",0
@taraasucks @tirta_cipeng @dr_tompi Bisa membuktikan semua pesawat maskapai lokal filter udaranya pakai HEPA?,0
"@tirta_cipeng Saya tantang dr tirta main ps gk pake analog, hahaha",0
"Betul kata dr. Tirta, kasus Rachel Vennya harus di selidiki lebih lanjut, karena seketat apapun peraturannya tetapi… https://t.co/A67g1PnutE",1
"wkakaka mood sekali liat dr tirta kali ini ga ngomongin covid, tapi ngatain fans2 MU 🤣🤣🤣",1
"@tirta_cipeng dok barca kalah dr madrid, rrq kalah dari onic
berkoar jg dong ke fans barca dan rrq
jgn ribut korona… https://t.co/YiDC4qU3nw",0
@tirta_cipeng Hari ini adalah hari paling paripurna dr.tirta untuk bersantai dgn Jersey kamengski,0
"@SiddiqAbd @tirta_cipeng Kardus

Mana ada musim lalu pool jumawa, dr awal musik udah kehilangan vvd matip gomez
Fan… https://t.co/A9fbXkkyle",0
"Diem menangani Covid, bergerak menuju mid, GGWP banget dr tirta ya *Eh. Udah feeling bakal win dari nih tim ngalahi… https://t.co/HezMoEi1sQ",0
@Belok_dong Tolong kadal dibasmiii. Enyahhkan dr bumi pertiwi.,0
"nonton podcastnya om Deddy, dr. Tirta sama prof Zubairi 57 menit kok ga kerasa udah habis aja 😭",0
Temen gue keukeuh dr. Tirta wkwkwkw,0
"dr tirta sok tau ya dulu, ngewe itu dari kata ewe, bukan awewe/cewe, ngentot itu ewean di sunda https://t.co/1kKLpW3gQF",-1
@mns_biasa99 1 pohon dr adam dan hawa 🤣,0
"Pasca kekalahan tragis asuhan Ole Gunnar Solksjær 0-5 dari Liverpool di Old Trafford, praktis ramai bermunculan twe… https://t.co/SGgiS5RrIs",0
"@tirta_cipeng @teamsecret Oke, langsung berubah inisial Dr. TS.",0
"@tirta_cipeng Di tanggal yg sama 10tahun yll, di bawah asuhan Fergie, MU juga kalah telak 1-6 dr City, di kandang sendiri juga",0
"Bicara Kegagalan Terbesar, dr Tirta Cerita Keluarga yang Berantakan https://t.co/663mcw4tCI",0
"Wkwkw aku malah sampe potong rambut 😂 
Di channel e dr tirta info e sedikit membantu https://t.co/nHdKdVTGEA",0
@tirta_cipeng chelsea yg cuma kebobolan 3 goal sepanjang ini dan itu pun goal nya bukan dari open play. MU udah keb… https://t.co/KQwhL1Gh3o,0
@RasDims Malu ama dr.tirta,-1
@kalangliwoo Pokoknya angkara murka dr yg maha kuasa kalo mereka menganiaya ciptaan Nya .,-1
Pemerintah lemah yah ditekan sama nalar kadrun musuhin israel . &lt; Gak buka hub diplomatik  . Pdhal kalo punya Hub .… https://t.co/xaLfJFsU5v,-1
Ayo nonton podkes omded yang bareng dr tirta dan prof zubairi https://t.co/phSwOt8Gfv,0
"Pak @alvinlie21 , Pak @a.tulus , pak dokter @dr.tirta dan seluruh masyarakat yang mendukung keadilan bagi Negeri in… https://t.co/yeq8krNk00",0
"Penularan Covid Di Pesawat Dinilai  Rendah, @tirta_cipeng dan projo Minta tes PCR  Syarat Penerbangan Dihapus 

KAM… https://t.co/yw8gz9vFzN",0
@tirta_cipeng @teamsecret nyaingin Dr. K @HealthyGamerGG,0
@tirta_cipeng Dok salam dr raven dokkk,0
